corpus,doc_id,sent_id,eg_id,index,text,text_w_pairs,seq_label,pair_label,context,num_sents
semeval2010t8,train.json,386,0,semeval2010t8_train.json_386_0,NUS today responded to the Government ' s announcement of the long-awaited review of university funding .,NUS today responded to the Government ' s <ARG0>announcement</ARG0> of the long-awaited <ARG1>review</ARG1> of university funding .,0,0,,1
semeval2010t8,train.json,387,0,semeval2010t8_train.json_387_0,The handbag was locked in a glass display case .,The <ARG0>handbag</ARG0> was locked in a glass <ARG1>display case</ARG1> .,0,0,,1
semeval2010t8,train.json,388,0,semeval2010t8_train.json_388_0,"In his poem , written by the riverside near the battle-ground , Mr . Emerson alluded to ""Yon stem headstone"" .","In his <ARG1>poem</ARG1> , written by the <ARG0>riverside</ARG0> near the battle-ground , Mr . Emerson alluded to ""Yon stem headstone"" .",0,0,,1
semeval2010t8,train.json,389,0,semeval2010t8_train.json_389_0,The intestines have migrated into the abdomen from the umbilical cord .,The <ARG0>intestines</ARG0> have migrated into the <ARG1>abdomen</ARG1> from the umbilical cord .,0,0,,1
semeval2010t8,train.json,390,0,semeval2010t8_train.json_390_0,Mechanical faults caused delays and cancellations on Wellington ' s suburban train services this morning .,Mechanical <ARG0>faults</ARG0> caused delays and <ARG1>cancellations</ARG1> on Wellington ' s suburban train services this morning .,1,1,,1
semeval2010t8,train.json,391,0,semeval2010t8_train.json_391_0,"Caryn James , a film critic for The New York Times , has just completed a novel .","Caryn James , a film <ARG1>critic</ARG1> for The New York Times , has just completed a <ARG0>novel</ARG0> .",0,0,,1
semeval2010t8,train.json,392,0,semeval2010t8_train.json_392_0,The incidents of his travels were related in a succession of books .,The <ARG1>incidents</ARG1> of his travels were related in a succession of <ARG0>books</ARG0> .,0,0,,1
semeval2010t8,train.json,393,0,semeval2010t8_train.json_393_0,The focus is going away from the display button .,The <ARG0>focus</ARG0> is going away from the display <ARG1>button</ARG1> .,0,0,,1
semeval2010t8,train.json,394,0,semeval2010t8_train.json_394_0,Asparagus is a natural cure for cancer .,<ARG1>Asparagus</ARG1> is a natural cure for <ARG0>cancer</ARG0> .,0,0,,1
semeval2010t8,train.json,395,0,semeval2010t8_train.json_395_0,Villagers in the Netherlands are glad to have a mustering of stork visit them .,Villagers in the Netherlands are glad to have a <ARG1>mustering</ARG1> of <ARG0>stork</ARG0> visit them .,0,0,,1
semeval2010t8,train.json,396,0,semeval2010t8_train.json_396_0,A case of craniopharyngioma originating in the sphenoid bone is presented .,A case of <ARG0>craniopharyngioma</ARG0> originating in the sphenoid <ARG1>bone</ARG1> is presented .,0,0,,1
semeval2010t8,train.json,397,0,semeval2010t8_train.json_397_0,"Early in the book , a seashore tide pool is used as an exquisite metaphor for discovery .","Early in the <ARG0>book</ARG0> , a seashore tide <ARG1>pool</ARG1> is used as an exquisite metaphor for discovery .",0,0,,1
semeval2010t8,train.json,398,0,semeval2010t8_train.json_398_0,The remaining power is exported to the grid .,The remaining <ARG0>power</ARG0> is exported to the <ARG1>grid</ARG1> .,0,0,,1
semeval2010t8,train.json,399,0,semeval2010t8_train.json_399_0,Relieve spinal stenosis by enlarging the spinal canal to relieve pressure on the spinal cord that has been caused by a herniated or bulging disc .,Relieve spinal stenosis by enlarging the spinal canal to relieve <ARG1>pressure</ARG1> on the spinal cord that has been caused by a herniated or bulging <ARG0>disc</ARG0> .,1,1,,1
semeval2010t8,train.json,400,0,semeval2010t8_train.json_400_0,The sinus rinse went into ear canal .,The <ARG0>sinus rinse</ARG0> went into <ARG1>ear canal</ARG1> .,0,0,,1
semeval2010t8,train.json,401,0,semeval2010t8_train.json_401_0,"In 1882 Louis developed a method of making photographic plates , and by 1894 the brothers ' factory was producing 15 million plates a year .","In 1882 Louis developed a method of making photographic plates , and by 1894 the brothers ' <ARG1>factory</ARG1> was producing 15 million <ARG0>plates</ARG0> a year .",0,0,,1
semeval2010t8,train.json,402,0,semeval2010t8_train.json_402_0,Cold air at the surface moved southward into the mountains of Colorado .,<ARG0>Cold air</ARG0> at the surface moved southward into the <ARG1>mountains</ARG1> of Colorado .,0,0,,1
semeval2010t8,train.json,403,0,semeval2010t8_train.json_403_0,"The translucent blue plastic belied the heady resonance of the instrument , and like a mission of monkeys , several coworkers were lured into the room by the dulcet tones of my accordion .","The translucent blue plastic belied the heady resonance of the instrument , and like a <ARG1>mission</ARG1> of <ARG0>monkeys</ARG0> , several coworkers were lured into the room by the dulcet tones of my accordion .",0,0,,1
semeval2010t8,train.json,404,0,semeval2010t8_train.json_404_0,"Her shallow waters seethe at times , standing tall and swaying back and forth like a quiver of king cobras .","Her shallow waters seethe at times , standing tall and swaying back and forth like a <ARG1>quiver</ARG1> of king <ARG0>cobras</ARG0> .",0,0,,1
semeval2010t8,train.json,405,0,semeval2010t8_train.json_405_0,The curved roach on a square sail was dependent on the angle or height of the stay immediately below it .,The curved <ARG0>roach</ARG0> on a square <ARG1>sail</ARG1> was dependent on the angle or height of the stay immediately below it .,0,0,,1
semeval2010t8,train.json,406,0,semeval2010t8_train.json_406_0,Coquina is a poorly consolidated limestone composed of pieces of coral or shells .,Coquina is a poorly consolidated <ARG1>limestone</ARG1> composed of <ARG0>pieces</ARG0> of coral or shells .,0,0,,1
semeval2010t8,train.json,407,0,semeval2010t8_train.json_407_0,The dark heartwood is the source of the brilliant red dye hematoxylin .,The dark <ARG1>heartwood</ARG1> is the source of the brilliant red dye <ARG0>hematoxylin</ARG0> .,0,0,,1
semeval2010t8,train.json,408,0,semeval2010t8_train.json_408_0,The beer acts as a great hair of the dog .,The <ARG1>beer</ARG1> acts as a great hair of the <ARG0>dog</ARG0> .,0,0,,1
semeval2010t8,train.json,409,0,semeval2010t8_train.json_409_0,The company has run into a financial problem over the last few years .,The <ARG1>company</ARG1> has run into a financial <ARG0>problem</ARG0> over the last few years .,0,0,,1
semeval2010t8,train.json,410,0,semeval2010t8_train.json_410_0,The curved spans of the bridge are the original sections .,The curved <ARG0>spans</ARG0> of the <ARG1>bridge</ARG1> are the original sections .,0,0,,1
semeval2010t8,train.json,411,0,semeval2010t8_train.json_411_0,A girl plays her violin on a pogo stick .,A <ARG1>girl</ARG1> plays her violin on a pogo <ARG0>stick</ARG0> .,0,0,,1
semeval2010t8,train.json,412,0,semeval2010t8_train.json_412_0,A surgeon carefully applies the splints to the forearm .,A <ARG1>surgeon</ARG1> carefully applies the <ARG0>splints</ARG0> to the forearm .,0,0,,1
semeval2010t8,train.json,413,0,semeval2010t8_train.json_413_0,The body was inside a duffel bag that was secured with duct tape .,The <ARG0>body</ARG0> was inside a <ARG1>duffel bag</ARG1> that was secured with duct tape .,0,0,,1
semeval2010t8,train.json,414,0,semeval2010t8_train.json_414_0,Mado manages to escape and kidnaps the scientist ' s niece .,Mado manages to escape and kidnaps the <ARG1>scientist</ARG1> ' s <ARG0>niece</ARG0> .,0,0,,1
semeval2010t8,train.json,415,0,semeval2010t8_train.json_415_0,A friend had given her purple scraps from a clothing factory in a nearby town .,A friend had given her purple scraps from a <ARG0>clothing</ARG0> <ARG1>factory</ARG1> in a nearby town .,0,0,,1
semeval2010t8,train.json,416,0,semeval2010t8_train.json_416_0,Peanut butter cookies are simply cookies that use peanut butter as one of the ingredients .,<ARG1>Peanut butter</ARG1> <ARG0>cookies</ARG0> are simply cookies that use peanut butter as one of the ingredients .,0,0,,1
semeval2010t8,train.json,417,0,semeval2010t8_train.json_417_0,"Fall planting cannot be completed before the ground freezes , so I stored the seeds in a stratification unit until spring .","Fall planting cannot be completed before the ground freezes , so I stored the <ARG0>seeds</ARG0> in a <ARG1>stratification unit</ARG1> until spring .",0,0,,1
semeval2010t8,train.json,418,0,semeval2010t8_train.json_418_0,Two years ago I made cranberry sauce to die for .,Two years ago I made <ARG1>cranberry</ARG1> <ARG0>sauce</ARG0> to die for .,0,0,,1
semeval2010t8,train.json,419,0,semeval2010t8_train.json_419_0,One of the Grand Canyon tour guides has a barren of mules for the tourists to ride down into the Canyon .,One of the Grand Canyon tour guides has a <ARG1>barren</ARG1> of <ARG0>mules</ARG0> for the tourists to ride down into the Canyon .,0,0,,1
semeval2010t8,train.json,420,0,semeval2010t8_train.json_420_0,Passengers have rights in the event of a delay or cancellation that has been caused by the airline .,Passengers have rights in the event of a delay or <ARG1>cancellation</ARG1> that has been caused by the <ARG0>airline</ARG0> .,1,1,,1
semeval2010t8,train.json,421,0,semeval2010t8_train.json_421_0,The supreme court has applied the protections of this amendment to the states through the Due Process Clause of the Fourteenth Amendment .,The <ARG1>supreme court</ARG1> has applied the <ARG0>protections</ARG0> of this amendment to the states through the Due Process Clause of the Fourteenth Amendment .,0,0,,1
semeval2010t8,train.json,422,0,semeval2010t8_train.json_422_0,The pontiff ' s body was contained in a plain cypress coffin .,The pontiff ' s <ARG0>body</ARG0> was contained in a plain <ARG1>cypress coffin</ARG1> .,0,0,,1
semeval2010t8,train.json,423,0,semeval2010t8_train.json_423_0,"Brief guides have been prepared on maps , school histories , electoral rolls , land tenure , government buildings , railways and hotel licensing .","Brief <ARG0>guides</ARG0> have been prepared on <ARG1>maps</ARG1> , school histories , electoral rolls , land tenure , government buildings , railways and hotel licensing .",0,0,,1
semeval2010t8,train.json,424,0,semeval2010t8_train.json_424_0,A without notice injunction was obtained at very short notice under which the tenant was excluded from his own home and the block of flats in which he lived .,A without notice injunction was obtained at very short notice under which the <ARG0>tenant</ARG0> was excluded from his own <ARG1>home</ARG1> and the block of flats in which he lived .,0,0,,1
semeval2010t8,train.json,425,0,semeval2010t8_train.json_425_0,The screenplay by Patterson McNutt and Arthur J . Beckhard focuses on the adoption of a young orphan (Shirley Temple) by a wealthy bachelor (John Boles) .,The screenplay by Patterson McNutt and Arthur J . Beckhard focuses on the adoption of a young <ARG1>orphan</ARG1> (Shirley Temple) by a wealthy <ARG0>bachelor</ARG0> (John Boles) .,0,0,,1
semeval2010t8,train.json,426,0,semeval2010t8_train.json_426_0,"The essay inquires into the origins , nature , and usage of the term in multiple contexts .","The <ARG0>essay</ARG0> inquires into the <ARG1>origins</ARG1> , nature , and usage of the term in multiple contexts .",0,0,,1
semeval2010t8,train.json,427,0,semeval2010t8_train.json_427_0,However Susanoo was in sorrow after the loss of his mother and he was raging in his kingdom .,However Susanoo was in <ARG1>sorrow</ARG1> after the <ARG0>loss</ARG0> of his mother and he was raging in his kingdom .,1,1,,1
semeval2010t8,train.json,428,0,semeval2010t8_train.json_428_0,But the earthquake triggered by the eruption of Thera struck first .,But the <ARG1>earthquake</ARG1> triggered by the <ARG0>eruption</ARG0> of Thera struck first .,1,1,,1
semeval2010t8,train.json,429,0,semeval2010t8_train.json_429_0,Our objective is to review advances in the molecular biology and pharmacogenomics of lung cancer and how they apply to personalizing medicine .,Our objective is to review <ARG1>advances</ARG1> in the molecular <ARG0>biology</ARG0> and pharmacogenomics of lung cancer and how they apply to personalizing medicine .,0,0,,1
semeval2010t8,train.json,430,0,semeval2010t8_train.json_430_0,This paper is a review of frequency stability measurement techniques and of noise properties of frequency sources .,This <ARG0>paper</ARG0> is a review of frequency stability measurement <ARG1>techniques</ARG1> and of noise properties of frequency sources .,0,0,,1
semeval2010t8,train.json,431,0,semeval2010t8_train.json_431_0,"Diabetes mellitus is one of the leading causes of irreversible blindness worldwide , and , in the United States .","<ARG0>Diabetes mellitus</ARG0> is one of the leading causes of irreversible <ARG1>blindness</ARG1> worldwide , and , in the United States .",1,1,,1
semeval2010t8,train.json,432,0,semeval2010t8_train.json_432_0,The crew assisted with the investigation and was in service for around an hour .,The <ARG1>crew</ARG1> assisted with the <ARG0>investigation</ARG0> and was in service for around an hour .,0,0,,1
semeval2010t8,train.json,433,0,semeval2010t8_train.json_433_0,This data has been concerning primarily assembly operations .,This <ARG1>data</ARG1> has been concerning primarily assembly <ARG0>operations</ARG0> .,0,0,,1
semeval2010t8,train.json,434,0,semeval2010t8_train.json_434_0,The third bid was from a window company that does its own installation .,The third <ARG0>bid</ARG0> was from a window <ARG1>company</ARG1> that does its own installation .,0,0,,1
semeval2010t8,train.json,435,0,semeval2010t8_train.json_435_0,Interior chief adds hurdles for drilling on public lands .,Interior chief adds <ARG1>hurdles</ARG1> for <ARG0>drilling</ARG0> on public lands .,0,0,,1
semeval2010t8,train.json,436,0,semeval2010t8_train.json_436_0,"When the Amendment was transcribed , the semicolon in the religious exemption portion was changed to a comma by the Senate scribe .","When the Amendment was transcribed , the semicolon in the religious exemption portion was changed to a <ARG0>comma</ARG0> by the Senate <ARG1>scribe</ARG1> .",0,0,,1
semeval2010t8,train.json,437,0,semeval2010t8_train.json_437_0,The fibre pellets were blown into cavities using special equipment .,The fibre <ARG0>pellets</ARG0> were blown into <ARG1>cavities</ARG1> using special equipment .,0,0,,1
semeval2010t8,train.json,438,0,semeval2010t8_train.json_438_0,The winemaker carefully chose grapes from different lots in the vineyards and blended them into this wonderful Pinot .,The <ARG1>winemaker</ARG1> carefully chose <ARG0>grapes</ARG0> from different lots in the vineyards and blended them into this wonderful Pinot .,0,0,,1
semeval2010t8,train.json,439,0,semeval2010t8_train.json_439_0,The pin of the connector is inserted through the hole and connected to the microstrip circuit .,The <ARG0>pin</ARG0> of the <ARG1>connector</ARG1> is inserted through the hole and connected to the microstrip circuit .,0,0,,1
semeval2010t8,train.json,440,0,semeval2010t8_train.json_440_0,"It is the most efficient and compact form of insulation in a carafe , and it ' s unbreakable .","It is the most efficient and compact form of <ARG1>insulation</ARG1> in a <ARG0>carafe</ARG0> , and it ' s unbreakable .",0,0,,1
semeval2010t8,train.json,441,0,semeval2010t8_train.json_441_0,"Early in the book , the authors review why the groundswell is taking off and how to participate , and they identify the ""tools"" - blogs , wikis and so on - that drive the groundswell .","Early in the <ARG0>book</ARG0> , the <ARG1>authors</ARG1> review why the groundswell is taking off and how to participate , and they identify the ""tools"" - blogs , wikis and so on - that drive the groundswell .",0,0,,1
semeval2010t8,train.json,442,0,semeval2010t8_train.json_442_0,Getting help has reduced the time to reverse all the irritation that had been caused by the fungus .,Getting help has reduced the time to reverse all the <ARG1>irritation</ARG1> that had been caused by the <ARG0>fungus</ARG0> .,1,1,,1
semeval2010t8,train.json,443,0,semeval2010t8_train.json_443_0,The pure lotus flower blooms out of the muddy pond .,The pure lotus <ARG0>flower</ARG0> blooms out of the muddy <ARG1>pond</ARG1> .,0,0,,1
semeval2010t8,train.json,444,0,semeval2010t8_train.json_444_0,The 13th Gate offers 13 themed experiences to make every nightmare seem real from crawling through a crematory oven and an old hearse to being lost in dark underground tunnels or finding yourself standing on a rickety bridge over a bed of live snakes .,The 13th Gate offers 13 themed experiences to make every nightmare seem real from crawling through a crematory oven and an old hearse to being lost in dark underground tunnels or finding yourself standing on a rickety bridge over a <ARG1>bed</ARG1> of live <ARG0>snakes</ARG0> .,0,0,,1
semeval2010t8,train.json,445,0,semeval2010t8_train.json_445_0,He was generous enough to bring in a hamper of festive goodies for one of you lot to win .,He was generous enough to bring in a <ARG1>hamper</ARG1> of festive <ARG0>goodies</ARG0> for one of you lot to win .,0,0,,1
semeval2010t8,train.json,446,0,semeval2010t8_train.json_446_0,Much of the impetus behind the formation of the fund came from a wounded Vietnam veteran .,Much of the <ARG0>impetus</ARG0> behind the formation of the fund came from a wounded Vietnam <ARG1>veteran</ARG1> .,0,0,,1
semeval2010t8,train.json,447,0,semeval2010t8_train.json_447_0,"On the other hand , the higher the satisfaction from the purchase , the greater the benefit of word-of-mouth referrals and repeat purchasing .","On the other hand , the higher the <ARG1>satisfaction</ARG1> from the <ARG0>purchase</ARG0> , the greater the benefit of word-of-mouth referrals and repeat purchasing .",1,1,,1
semeval2010t8,train.json,448,0,semeval2010t8_train.json_448_0,"Although big city marathons offer great crowd support and a large camaraderie of runners , running in a big city marathon is not for everyone .","Although big city marathons offer great crowd support and a large <ARG1>camaraderie</ARG1> of <ARG0>runners</ARG0> , running in a big city marathon is not for everyone .",0,0,,1
semeval2010t8,train.json,449,0,semeval2010t8_train.json_449_0,"In 48% of the divorces , the kinship systems of grandparents expanded with divorce through one or more of the following four processes .","In 48% of the divorces , the <ARG1>kinship systems</ARG1> of <ARG0>grandparents</ARG0> expanded with divorce through one or more of the following four processes .",0,0,,1
semeval2010t8,train.json,450,0,semeval2010t8_train.json_450_0,The restaurant first cleaned the floor with a company-approved cleaning agent before the COF test was conducted .,The <ARG1>restaurant</ARG1> first cleaned the floor with a company-approved cleaning <ARG0>agent</ARG0> before the COF test was conducted .,0,0,,1
semeval2010t8,train.json,451,0,semeval2010t8_train.json_451_0,The package includes an audio and video receiver that transmits information to the plasma display .,The <ARG1>package</ARG1> includes an audio and video <ARG0>receiver</ARG0> that transmits information to the plasma display .,0,0,,1
semeval2010t8,train.json,452,0,semeval2010t8_train.json_452_0,District Judge without a jury and judgment was entered for the defendants on the ground that the accident was caused by the plaintiff ' s own negligence .,District Judge without a jury and judgment was entered for the defendants on the ground that the <ARG1>accident</ARG1> was caused by the plaintiff ' s own <ARG0>negligence</ARG0> .,1,1,,1
semeval2010t8,train.json,453,0,semeval2010t8_train.json_453_0,"When it was ready , my coffee arrived in a mug instead of to go as I had ordered it .","When it was ready , my <ARG0>coffee</ARG0> arrived in a <ARG1>mug</ARG1> instead of to go as I had ordered it .",0,0,,1
semeval2010t8,train.json,454,0,semeval2010t8_train.json_454_0,"The world is experiencing an unprecedented glut of savings , driving down real interest rates .","The world is experiencing an unprecedented <ARG1>glut</ARG1> of <ARG0>savings</ARG0> , driving down real interest rates .",0,0,,1
semeval2010t8,train.json,455,0,semeval2010t8_train.json_455_0,"In this manner , nuts from the Amazon powered a plane .","In this manner , <ARG0>nuts</ARG0> from the Amazon powered a <ARG1>plane</ARG1> .",0,0,,1
semeval2010t8,train.json,456,0,semeval2010t8_train.json_456_0,The case centers on a tree at a high school that was a meeting place for white students .,The <ARG1>case</ARG1> centers on a <ARG0>tree</ARG0> at a high school that was a meeting place for white students .,0,0,,1
semeval2010t8,train.json,457,0,semeval2010t8_train.json_457_0,The influence of hole shape on extraordinary optical transmission was investigated using hole arrays consisting of rectangular holes with different aspect ratios .,The influence of hole shape on extraordinary optical transmission was investigated using hole <ARG1>arrays</ARG1> consisting of rectangular <ARG0>holes</ARG0> with different aspect ratios .,0,0,,1
semeval2010t8,train.json,458,0,semeval2010t8_train.json_458_0,"For many years , a recurring comment by the senior dental students at Louisiana State University School of Dentistry (LSUSD) during exit interviews is their lack of confidence regarding the business aspects of running a dental practice .","For many years , a recurring <ARG0>comment</ARG0> by the senior dental <ARG1>students</ARG1> at Louisiana State University School of Dentistry (LSUSD) during exit interviews is their lack of confidence regarding the business aspects of running a dental practice .",0,0,,1
semeval2010t8,train.json,459,0,semeval2010t8_train.json_459_0,Flowers are carried into the chapel .,<ARG0>Flowers</ARG0> are carried into the <ARG1>chapel</ARG1> .,0,0,,1
semeval2010t8,train.json,460,0,semeval2010t8_train.json_460_0,"The documents define policies , procedures , training , and auditing .","The <ARG0>documents</ARG0> define <ARG1>policies</ARG1> , procedures , training , and auditing .",0,0,,1
semeval2010t8,train.json,461,0,semeval2010t8_train.json_461_0,"Still filled with rage after the fight with the Darkside , I rush at Ansem , light and dark energy overflowing from me .","Still filled with <ARG1>rage</ARG1> after the <ARG0>fight</ARG0> with the Darkside , I rush at Ansem , light and dark energy overflowing from me .",0,0,,1
semeval2010t8,train.json,462,0,semeval2010t8_train.json_462_0,The children descend the ladder after hearing the fire alarm which has been triggered by the wood work workshop catching fire .,The children descend the ladder after hearing the fire <ARG1>alarm</ARG1> which has been triggered by the wood work workshop catching <ARG0>fire</ARG0> .,1,1,,1
semeval2010t8,train.json,463,0,semeval2010t8_train.json_463_0,The guys catch the shad with gill nets .,The <ARG1>guys</ARG1> catch the shad with gill <ARG0>nets</ARG0> .,0,0,,1
semeval2010t8,train.json,464,0,semeval2010t8_train.json_464_0,"As we watched the videotape , we noticed that for some unknown reason men were tending to wander over toward the glassware section of the store .","As we watched the videotape , we noticed that for some unknown reason men were tending to wander over toward the glassware <ARG0>section</ARG0> of the <ARG1>store</ARG1> .",0,0,,1
semeval2010t8,train.json,465,0,semeval2010t8_train.json_465_0,The site has free galleries of pics of guys showing the waistband of their underwear above their jeans .,The site has free galleries of pics of guys showing the <ARG0>waistband</ARG0> of their <ARG1>underwear</ARG1> above their jeans .,0,0,,1
semeval2010t8,train.json,466,0,semeval2010t8_train.json_466_0,The plot centers around a young girl who must decide between helping her community that is being falsely accused of witchcraft or staying silent to protect her family .,The <ARG0>plot</ARG0> centers around a young <ARG1>girl</ARG1> who must decide between helping her community that is being falsely accused of witchcraft or staying silent to protect her family .,0,0,,1
semeval2010t8,train.json,467,0,semeval2010t8_train.json_467_0,A catamaran tiller having a grip is provided to permit tension to be applied to the tiller more easily .,A <ARG1>catamaran</ARG1> <ARG0>tiller</ARG0> having a grip is provided to permit tension to be applied to the tiller more easily .,0,0,,1
semeval2010t8,train.json,468,0,semeval2010t8_train.json_468_0,This oil company imports oil to some countries illegally .,This oil company imports <ARG0>oil</ARG0> to some <ARG1>countries</ARG1> illegally .,0,0,,1
semeval2010t8,train.json,469,0,semeval2010t8_train.json_469_0,Sometimes the best blogging is going on well away from the most visible places .,Sometimes the best <ARG1>blogging</ARG1> is going on well away from the most visible <ARG0>places</ARG0> .,0,0,,1
semeval2010t8,train.json,470,0,semeval2010t8_train.json_470_0,Some of the nurses drank the alcohol out of jars containing diseased human viscera .,Some of the <ARG1>nurses</ARG1> drank the alcohol out of <ARG0>jars</ARG0> containing diseased human viscera .,0,0,,1
semeval2010t8,train.json,471,0,semeval2010t8_train.json_471_0,Two broad topics emerging from the literature on fiscal forecasting are reviewed .,Two broad <ARG0>topics</ARG0> emerging from the <ARG1>literature</ARG1> on fiscal forecasting are reviewed .,0,0,,1
semeval2010t8,train.json,472,0,semeval2010t8_train.json_472_0,"The NRC , RSO , and the First Bank representative accessed the vault with the key .","The NRC , RSO , and the First Bank <ARG1>representative</ARG1> accessed the vault with the <ARG0>key</ARG0> .",0,0,,1
semeval2010t8,train.json,473,0,semeval2010t8_train.json_473_0,The drill platform was a part of the Romulan mining ship Narada that could be lowered into the atmosphere of a planet or planetoid for mining operations .,The drill <ARG0>platform</ARG0> was a part of the Romulan mining <ARG1>ship</ARG1> Narada that could be lowered into the atmosphere of a planet or planetoid for mining operations .,0,0,,1
semeval2010t8,train.json,474,0,semeval2010t8_train.json_474_0,"Eighty years on from the first pipes being laid for the car plant , unemployment is at 2 million and rising .","Eighty years on from the first pipes being laid for the <ARG0>car</ARG0> <ARG1>plant</ARG1> , unemployment is at 2 million and rising .",0,0,,1
semeval2010t8,train.json,475,0,semeval2010t8_train.json_475_0,"However , Greg saw people inside and went to the front entrance of the palace and was able to use enough Russian to communicate with the guide and get permission to buy our tickets without waiting to come inside for a tour .","However , Greg saw people inside and went to the front <ARG0>entrance</ARG0> of the <ARG1>palace</ARG1> and was able to use enough Russian to communicate with the guide and get permission to buy our tickets without waiting to come inside for a tour .",0,0,,1
semeval2010t8,train.json,476,0,semeval2010t8_train.json_476_0,"The clarinet developed from the recorder family , and is closely related to the saxophone .","The <ARG0>clarinet</ARG0> developed from the <ARG1>recorder family</ARG1> , and is closely related to the saxophone .",0,0,,1
semeval2010t8,train.json,477,0,semeval2010t8_train.json_477_0,The author ' s reasons for creating a work differ remarkably from his incentive to publicly distribute the work .,The <ARG1>author</ARG1> ' s reasons for creating a <ARG0>work</ARG0> differ remarkably from his incentive to publicly distribute the work .,0,0,,1
semeval2010t8,train.json,478,0,semeval2010t8_train.json_478_0,The paddle of the microaccelerometer is designed symmetric with respect to the direction of the beam .,The <ARG0>paddle</ARG0> of the <ARG1>microaccelerometer</ARG1> is designed symmetric with respect to the direction of the beam .,0,0,,1
semeval2010t8,train.json,479,0,semeval2010t8_train.json_479_0,Next the soldiers put up a wall of stakes on the pile of dirt .,Next the <ARG1>soldiers</ARG1> put up a <ARG0>wall</ARG0> of stakes on the pile of dirt .,0,0,,1
semeval2010t8,train.json,480,0,semeval2010t8_train.json_480_0,"The hookah filters the smoke through water , making the end result much less harsh and allowing the flavor of the smoke to really come through .","The <ARG1>hookah</ARG1> filters the smoke through <ARG0>water</ARG0> , making the end result much less harsh and allowing the flavor of the smoke to really come through .",0,0,,1
semeval2010t8,train.json,481,0,semeval2010t8_train.json_481_0,Then there ' s Labour - where negotiations are under way on issues such as apprentice training .,Then there ' s Labour - where <ARG0>negotiations</ARG0> are under way on issues such as <ARG1>apprentice training</ARG1> .,0,0,,1
semeval2010t8,train.json,482,0,semeval2010t8_train.json_482_0,There ' s a trembling of finches on my lawn .,There ' s a <ARG1>trembling</ARG1> of <ARG0>finches</ARG0> on my lawn .,0,0,,1
semeval2010t8,train.json,483,0,semeval2010t8_train.json_483_0,The incident caused a brief sensation on the Web among people suspicious that it was a political commentary .,The <ARG0>incident</ARG0> caused a brief <ARG1>sensation</ARG1> on the Web among people suspicious that it was a political commentary .,1,1,,1
semeval2010t8,train.json,484,0,semeval2010t8_train.json_484_0,This is a guide teaches you how to make a video tutorial by recording the computer screen without camera in minutes .,This is a guide teaches you how to make a video tutorial by recording the <ARG1>computer</ARG1> <ARG0>screen</ARG0> without camera in minutes .,0,0,,1
semeval2010t8,train.json,485,0,semeval2010t8_train.json_485_0,The navy searched the vessel with the crew on board .,The <ARG1>navy</ARG1> searched the vessel with the <ARG0>crew</ARG0> on board .,0,0,,1
semeval2010t8,train.json,486,0,semeval2010t8_train.json_486_0,"Poems are published on this site purely for educational reasons , for the purpose of information and with good intentions .","<ARG0>Poems</ARG0> are published on this <ARG1>site</ARG1> purely for educational reasons , for the purpose of information and with good intentions .",0,0,,1
semeval2010t8,train.json,487,0,semeval2010t8_train.json_487_0,A hairdresser fine-tunes your hair color without causing excessive damage by using toners .,A <ARG1>hairdresser</ARG1> fine-tunes your hair color without causing excessive damage by using <ARG0>toners</ARG0> .,0,0,,1
semeval2010t8,train.json,488,0,semeval2010t8_train.json_488_0,Students locate these cities on the large map (B2) with assistance from the teacher (B14) marking them with colored pushpins .,<ARG1>Students</ARG1> locate these cities on the large map (B2) with assistance from the teacher (B14) marking them with colored <ARG0>pushpins</ARG0> .,0,0,,1
semeval2010t8,train.json,489,0,semeval2010t8_train.json_489_0,We ' ve even included a beautiful Royal Scot Crystal Hogget decanter to round off this bountiful banquet in a hamper basket .,We ' ve even included a beautiful Royal Scot Crystal Hogget decanter to round off this bountiful <ARG0>banquet</ARG0> in a hamper <ARG1>basket</ARG1> .,0,0,,1
semeval2010t8,train.json,490,0,semeval2010t8_train.json_490_0,"In addition to Weinstein , the band is comprised of a formidable array of luminaries .","In addition to Weinstein , the band is comprised of a formidable <ARG1>array</ARG1> of <ARG0>luminaries</ARG0> .",0,0,,1
semeval2010t8,train.json,491,0,semeval2010t8_train.json_491_0,The sugar was in a cabinet above the sink .,The <ARG0>sugar</ARG0> was in a <ARG1>cabinet</ARG1> above the sink .,0,0,,1
semeval2010t8,train.json,492,0,semeval2010t8_train.json_492_0,"He sealed the cut after making a cut of the stem with a clean , sharp blade .","He sealed the cut after making a <ARG1>cut</ARG1> of the stem with a clean , sharp <ARG0>blade</ARG0> .",0,0,,1
semeval2010t8,train.json,493,0,semeval2010t8_train.json_493_0,The sugar factory in Ipswich was built in 1925 .,The <ARG0>sugar</ARG0> <ARG1>factory</ARG1> in Ipswich was built in 1925 .,0,0,,1
semeval2010t8,train.json,494,0,semeval2010t8_train.json_494_0,The workers locked themselves in the upstairs office and left the shocked managers downstairs in the shop .,The workers locked themselves in the upstairs office and left the shocked <ARG1>managers</ARG1> downstairs in the <ARG0>shop</ARG0> .,0,0,,1
